Time,S0Read,S0Write,S1Read,S1Write
01:23:54,3016.19,2561.42,105.02,104.04
01:23:56,2937.58,2510.22,96.11,99.08
01:23:58,2973.93,2535.02,100.71,102.78
01:24:00,2981.78,2537.13,99.77,101.22
01:24:02,2921.28,2495.75,98.39,98.84
01:24:04,3005.53,2553.19,100.28,103.76
01:24:06,3119.26,2518.20,100.53,104.63
01:24:08,2996.17,2555.81,97.07,97.31
01:24:10,2956.74,2523.84,107.36,102.73
01:24:12,3303.13,2515.48,95.38,95.82
01:24:14,2985.91,2534.69,92.12,92.70
01:24:16,2928.31,2495.92,95.89,98.57
01:24:18,3014.91,2558.53,101.04,102.23
01:24:20,2934.61,2512.37,102.97,104.76
01:24:22,2935.99,2506.78,98.00,98.68
01:24:24,2972.51,2529.76,92.13,93.12
01:24:26,2937.41,2512.74,97.06,100.81
01:24:28,3013.78,2556.49,99.58,101.65
01:24:30,2945.33,2514.51,97.27,100.05
01:24:32,2982.82,2546.74,98.99,101.38
01:24:34,2962.45,2533.28,97.05,98.99
01:24:36,2902.90,2492.44,98.71,101.63
01:24:38,3194.77,2558.05,101.48,104.94
01:24:40,2920.35,2497.98,96.37,99.29
01:24:42,3440.52,2581.09,105.88,109.84
01:24:44,2962.11,2516.64,97.23,99.16
01:24:46,2973.62,2530.28,96.27,99.05
01:24:48,2985.82,2548.35,99.84,100.89
01:24:50,2908.29,2493.09,95.58,98.15
01:24:52,3002.75,2554.20,96.09,98.21
01:24:54,2970.60,2522.85,104.00,103.17
01:24:56,2987.54,2538.86,96.02,98.97
01:24:58,2978.81,2531.81,98.20,99.97
01:25:00,2949.17,2518.69,100.69,102.99
01:25:02,3000.86,2547.62,97.54,98.74
01:25:04,2923.07,2506.76,97.37,99.96
01:25:06,2986.14,2549.10,96.43,99.17
01:25:08,3173.81,2535.20,100.88,103.39
01:25:10,2927.63,2498.00,108.12,104.68
01:25:12,2999.80,2552.00,96.40,98.70
01:25:14,3337.95,2519.97,104.36,108.07
01:25:16,2978.85,2495.39,93.79,78.04
01:25:18,2904.29,2465.08,81.27,71.20
01:25:20,2942.33,2498.81,73.78,69.28
01:25:22,2917.23,2449.35,81.53,66.05
01:25:24,2837.80,2393.47,57.74,46.67
01:25:26,2930.33,2453.94,55.99,44.86
01:25:28,2833.01,2395.27,59.74,46.39
01:25:30,2928.52,2466.56,65.01,55.39
01:25:32,2925.93,2495.30,83.92,81.17
01:25:34,2942.63,2497.94,84.66,83.90
01:25:36,2978.08,2523.42,84.67,83.11
01:25:38,2909.19,2480.27,88.30,87.21
01:25:40,3210.11,2562.98,100.21,103.85
01:25:42,2937.78,2515.93,97.73,98.38
01:25:44,3196.18,2519.36,94.87,96.92
01:25:46,3136.95,2541.63,92.78,93.64
01:25:48,2944.36,2511.40,101.20,101.28
01:25:50,3009.02,2550.75,96.49,98.54
01:25:52,2959.00,2518.15,99.12,99.56
01:25:54,3005.89,2552.46,107.14,106.93
01:25:56,2979.39,2536.11,96.06,98.94
01:25:58,2925.11,2503.52,100.23,102.60
01:26:00,2998.80,2555.95,101.11,103.49
01:26:02,2931.46,2508.13,98.76,99.67
01:26:04,3002.73,2553.59,97.26,99.45
01:26:06,2960.49,2520.16,98.12,100.36
01:26:08,2972.01,2534.89,93.78,92.88
01:26:10,3070.32,2553.05,101.95,96.47
01:26:12,3024.37,2507.03,95.60,96.68
01:26:14,2985.70,2547.79,94.68,95.18
01:26:16,3356.60,2532.52,103.88,109.01
